Date,"Crude_Oil_WTI_('Close', 'CL=F')","Crude_Oil_WTI_('High', 'CL=F')","Crude_Oil_WTI_('Low', 'CL=F')","Crude_Oil_WTI_('Open', 'CL=F')","Crude_Oil_WTI_('Volume', 'CL=F')","Crude_Oil_Brent_('Close', 'BZ=F')","Crude_Oil_Brent_('High', 'BZ=F')","Crude_Oil_Brent_('Low', 'BZ=F')","Crude_Oil_Brent_('Open', 'BZ=F')","Crude_Oil_Brent_('Volume', 'BZ=F')","Natural_Gas_('Close', 'NG=F')","Natural_Gas_('High', 'NG=F')","Natural_Gas_('Low', 'NG=F')","Natural_Gas_('Open', 'NG=F')","Natural_Gas_('Volume', 'NG=F')","Heating_Oil_('Close', 'HO=F')","Heating_Oil_('High', 'HO=F')","Heating_Oil_('Low', 'HO=F')","Heating_Oil_('Open', 'HO=F')","Heating_Oil_('Volume', 'HO=F')","Gasoline_('Close', 'RB=F')","Gasoline_('High', 'RB=F')","Gasoline_('Low', 'RB=F')","Gasoline_('Open', 'RB=F')","Gasoline_('Volume', 'RB=F')","Gold_('Close', 'GC=F')","Gold_('High', 'GC=F')","Gold_('Low', 'GC=F')","Gold_('Open', 'GC=F')","Gold_('Volume', 'GC=F')","Silver_('Close', 'SI=F')","Silver_('High', 'SI=F')","Silver_('Low', 'SI=F')","Silver_('Open', 'SI=F')","Silver_('Volume', 'SI=F')","Platinum_('Close', 'PL=F')","Platinum_('High', 'PL=F')","Platinum_('Low', 'PL=F')","Platinum_('Open', 'PL=F')","Platinum_('Volume', 'PL=F')","Palladium_('Close', 'PA=F')","Palladium_('High', 'PA=F')","Palladium_('Low', 'PA=F')","Palladium_('Open', 'PA=F')","Palladium_('Volume', 'PA=F')","Copper_('Close', 'HG=F')","Copper_('High', 'HG=F')","Copper_('Low', 'HG=F')","Copper_('Open', 'HG=F')","Copper_('Volume', 'HG=F')","Aluminum_('Close', 'ALI=F')","Aluminum_('High', 'ALI=F')","Aluminum_('Low', 'ALI=F')","Aluminum_('Open', 'ALI=F')","Aluminum_('Volume', 'ALI=F')","Corn_('Close', 'ZC=F')","Corn_('High', 'ZC=F')","Corn_('Low', 'ZC=F')","Corn_('Open', 'ZC=F')","Corn_('Volume', 'ZC=F')","Wheat_('Close', 'ZW=F')","Wheat_('High', 'ZW=F')","Wheat_('Low', 'ZW=F')","Wheat_('Open', 'ZW=F')","Wheat_('Volume', 'ZW=F')","Soybeans_('Close', 'ZS=F')","Soybeans_('High', 'ZS=F')","Soybeans_('Low', 'ZS=F')","Soybeans_('Open', 'ZS=F')","Soybeans_('Volume', 'ZS=F')","Oats_('Close', 'ZO=F')","Oats_('High', 'ZO=F')","Oats_('Low', 'ZO=F')","Oats_('Open', 'ZO=F')","Oats_('Volume', 'ZO=F')","Rice_('Close', 'ZR=F')","Rice_('High', 'ZR=F')","Rice_('Low', 'ZR=F')","Rice_('Open', 'ZR=F')","Rice_('Volume', 'ZR=F')","Coffee_('Close', 'KC=F')","Coffee_('High', 'KC=F')","Coffee_('Low', 'KC=F')","Coffee_('Open', 'KC=F')","Coffee_('Volume', 'KC=F')","Sugar_('Close', 'SB=F')","Sugar_('High', 'SB=F')","Sugar_('Low', 'SB=F')","Sugar_('Open', 'SB=F')","Sugar_('Volume', 'SB=F')","Cotton_('Close', 'CT=F')","Cotton_('High', 'CT=F')","Cotton_('Low', 'CT=F')","Cotton_('Open', 'CT=F')","Cotton_('Volume', 'CT=F')","Cocoa_('Close', 'CC=F')","Cocoa_('High', 'CC=F')","Cocoa_('Low', 'CC=F')","Cocoa_('Open', 'CC=F')","Cocoa_('Volume', 'CC=F')","Orange_Juice_('Close', 'OJ=F')","Orange_Juice_('High', 'OJ=F')","Orange_Juice_('Low', 'OJ=F')","Orange_Juice_('Open', 'OJ=F')","Orange_Juice_('Volume', 'OJ=F')","Live_Cattle_('Close', 'LE=F')","Live_Cattle_('High', 'LE=F')","Live_Cattle_('Low', 'LE=F')","Live_Cattle_('Open', 'LE=F')","Live_Cattle_('Volume', 'LE=F')","Lean_Hogs_('Close', 'HE=F')","Lean_Hogs_('High', 'HE=F')","Lean_Hogs_('Low', 'HE=F')","Lean_Hogs_('Open', 'HE=F')","Lean_Hogs_('Volume', 'HE=F')","Feeder_Cattle_('Close', 'GF=F')","Feeder_Cattle_('High', 'GF=F')","Feeder_Cattle_('Low', 'GF=F')","Feeder_Cattle_('Open', 'GF=F')","Feeder_Cattle_('Volume', 'GF=F')","Lumber_('Close', 'LBS=F')","Lumber_('High', 'LBS=F')","Lumber_('Low', 'LBS=F')","Lumber_('Open', 'LBS=F')","Lumber_('Volume', 'LBS=F')",Year,Month,Quarter,Day_of_Week,Week_of_Year
2001-04-18,27.950000762939453,28.290000915527344,27.040000915527344,27.75,73590.0,,,,,,5.1479997634887695,5.264999866485596,5.010000228881836,5.179999828338623,34916.0,0.7818999886512756,0.8011999726295471,0.7639999985694885,0.9860000014305115,20385.0,1.0605000257492065,1.062000036239624,1.0210000276565552,1.034999966621399,22961.0,261.29998779296875,262.29998779296875,259.5,260.0,0.0,4.35699987411499,4.35699987411499,4.35699987411499,4.35699987411499,0.0,627.0,627.0,627.0,627.0,5.0,737.0,789.9000244140625,735.0,779.0,134.0,0.7829999923706055,0.7829999923706055,0.7645000219345093,0.7645000219345093,0.0,,,,,,209.75,209.75,209.25,209.25,609.0,265.75,267.5,265.5,265.75,43.0,428.25,430.0,426.5,429.5,186.0,110.75,110.75,110.75,110.75,5.0,564.0,564.0,564.0,564.0,0.0,58.650001525878906,58.900001525878906,56.099998474121094,56.25,7649.0,8.529999732971191,8.550000190734863,8.3100004196167,8.529999732971191,27297.0,46.15999984741211,48.099998474121094,46.04999923706055,47.099998474121094,6494.0,990.0,995.0,960.0,986.0,166.0,,,,,,76.80000305175781,77.05000305175781,76.69999694824219,77.0,37.0,53.75,53.75,53.54999923706055,53.54999923706055,0.0,87.8499984741211,87.8499984741211,87.8499984741211,87.8499984741211,9.0,270.70001220703125,271.1000061035156,260.1000061035156,262.0,736.0,2001,4,2,2,16
2001-04-19,27.829999923706055,27.959999084472656,27.450000762939453,27.850000381469727,49915.0,,,,,,5.110000133514404,5.224999904632568,5.050000190734863,5.139999866485596,18178.0,0.784600019454956,0.7879999876022339,0.7699999809265137,0.7820000052452087,12474.0,1.068600058555603,1.0709999799728394,1.0549999475479126,1.0625,24847.0,265.29998779296875,265.29998779296875,262.29998779296875,263.0,101.0,4.419000148773193,4.419000148773193,4.419000148773193,4.419000148773193,10.0,627.5,627.5,627.5,627.5,0.0,704.0,717.0,695.0,717.0,60.0,0.7710000276565552,0.7795000076293945,0.7710000276565552,0.777999997138977,370.0,,,,,,209.0,209.75,209.0,209.0,332.0,269.5,269.5,268.0,269.0,10.0,434.5,434.5,432.0,434.0,134.0,109.75,109.75,109.75,109.75,1.0,563.0,563.0,563.0,563.0,0.0,57.54999923706055,58.29999923706055,56.75,58.0,1081.0,8.800000190734863,8.8100004196167,8.539999961853027,8.550000190734863,19546.0,45.84000015258789,46.54999923706055,45.5,46.20000076293945,5575.0,995.0,1003.0,970.0,982.0,272.0,,,,,,76.5,76.69999694824219,76.44999694824219,76.69999694824219,11.0,53.900001525878906,53.900001525878906,53.70000076293945,53.70000076293945,3.0,87.44999694824219,87.5,87.3499984741211,87.5,2.0,279.70001220703125,280.5,271.70001220703125,271.70001220703125,875.0,2001,4,2,3,16
2001-04-20,27.280000686645508,28.0,26.799999237060547,27.780000686645508,74418.0,,,,,,5.127999782562256,5.159999847412109,5.0,5.070000171661377,24302.0,0.7699999809265137,0.7875000238418579,0.7670000195503235,0.7839999794960022,13449.0,1.0609999895095825,1.0700000524520874,1.0425000190734863,1.065999984741211,24061.0,264.79998779296875,265.0,263.5,264.70001220703125,16.0,4.434999942779541,4.434999942779541,4.434999942779541,4.434999942779541,20.0,628.4000244140625,625.0,622.0,625.0,5.0,705.5499877929688,707.0,691.0,690.0,38.0,0.7735000252723694,0.7760000228881836,0.7714999914169312,0.7760000228881836,220.0,,,,,,204.25,205.5,204.25,204.5,578.0,267.75,267.75,267.0,267.0,66.0,431.0,431.0,429.0,429.0,120.0,,,,,,563.0,563.0,563.0,563.0,0.0,57.150001525878906,57.599998474121094,57.0,57.5,1269.0,8.710000038146973,8.930000305175781,8.680000305175781,8.829999923706055,11233.0,44.09000015258789,45.79999923706055,44.04999923706055,45.650001525878906,6048.0,1010.0,1021.0,1000.0,1000.0,89.0,,,,,,76.80000305175781,76.80000305175781,76.75,76.75,43.0,53.970001220703125,54.0,53.79999923706055,54.0,9.0,88.0,88.0,88.0,88.0,0.0,279.79998779296875,284.5,278.0,279.70001220703125,639.0,2001,4,2,4,16
2001-04-23,27.610000610351562,27.93000030517578,27.399999618530273,27.850000381469727,59963.0,,,,,,5.125,5.190000057220459,5.081999778747559,5.110000133514404,26324.0,0.7515000104904175,0.7739999890327454,0.75,0.7730000019073486,15874.0,1.0693000555038452,1.0750000476837158,1.0460000038146973,1.05649995803833,18148.0,263.70001220703125,263.70001220703125,262.6000061035156,263.6000061035156,69.0,4.434999942779541,4.434999942779541,4.434999942779541,4.434999942779541,0.0,622.2000122070312,622.2000122070312,622.2000122070312,622.2000122070312,0.0,720.0,733.0,701.0,725.7999877929688,42.0,0.7570000290870667,0.7670000195503235,0.7570000290870667,0.7670000195503235,187.0,,,,,,201.5,203.25,201.5,202.25,67.0,268.0,268.25,267.25,267.25,6.0,429.25,430.0,428.75,428.75,17.0,,,,,,558.0,558.0,558.0,558.0,0.0,61.75,62.0,56.599998474121094,57.0,353.0,8.710000038146973,8.859999656677246,8.670000076293945,8.819999694824219,11218.0,44.29999923706055,44.900001525878906,43.400001525878906,43.79999923706055,547.0,1028.0,1030.0,993.0,1007.0,44.0,,,,,,76.69999694824219,76.75,76.5999984741211,76.5999984741211,28.0,53.900001525878906,54.0,53.900001525878906,53.95000076293945,3.0,88.0,88.0,88.0,88.0,0.0,269.79998779296875,280.5,269.79998779296875,279.1000061035156,767.0,2001,4,2,0,17
2001-04-24,26.860000610351562,27.979999542236328,26.799999237060547,27.950000762939453,76352.0,,,,,,5.078000068664551,5.170000076293945,5.050000190734863,5.144999980926514,31341.0,0.7373999953269958,0.762499988079071,0.7369999885559082,0.7590000033378601,16464.0,1.069100022315979,1.090999960899353,1.065000057220459,1.0829999446868896,26304.0,264.1000061035156,265.0,264.0,265.0,64.0,4.447999954223633,4.447999954223633,4.447999954223633,4.447999954223633,0.0,615.9000244140625,615.9000244140625,615.9000244140625,615.9000244140625,0.0,710.0,714.9000244140625,695.0,700.0,23.0,0.7605000138282776,0.7620000243186951,0.7580000162124634,0.7580000162124634,287.0,,,,,,198.0,198.0,196.75,196.75,146.0,264.75,265.25,263.75,263.75,25.0,423.0,423.0,422.5,422.5,52.0,107.0,107.0,107.0,107.0,1.0,541.5,541.5,541.5,541.5,0.0,58.599998474121094,61.75,58.0,61.5,289.0,8.880000114440918,8.899999618530273,8.619999885559082,8.699999809265137,14226.0,44.599998474121094,45.150001525878906,44.5,44.70000076293945,118.0,1017.0,1028.0,1008.0,1021.0,51.0,,,,,,76.37000274658203,76.5,76.25,76.5,66.0,53.5,53.54999923706055,53.5,53.54999923706055,4.0,87.97000122070312,87.97000122070312,87.97000122070312,87.97000122070312,0.0,279.79998779296875,279.79998779296875,264.1000061035156,267.0,844.0,2001,4,2,1,17
2001-04-25,27.290000915527344,27.3799991607666,26.75,26.8700008392334,65944.0,,,,,,4.960000038146973,5.074999809265137,4.929999828338623,5.045000076293945,41275.0,0.753000020980835,0.7570000290870667,0.7369999885559082,0.7400000095367432,13882.0,1.080299973487854,1.0820000171661377,1.0399999618530273,1.0609999895095825,19940.0,262.3999938964844,264.3999938964844,262.0,263.5,0.0,4.364999771118164,4.364999771118164,4.364999771118164,4.364999771118164,0.0,610.0,610.0,610.0,610.0,496.0,707.75,710.0,706.0,706.0,22.0,0.7630000114440918,0.7670000195503235,0.7609999775886536,0.7609999775886536,0.0,,,,,,194.5,195.0,194.5,194.5,67.0,265.0,265.0,264.5,264.5,6.0,425.0,426.0,424.5,425.0,17.0,107.0,107.0,107.0,107.0,1.0,544.0,544.0,544.0,544.0,0.0,57.79999923706055,58.5,56.900001525878906,58.25,159.0,8.9399995803833,9.079999923706055,8.869999885559082,8.949999809265137,14219.0,44.599998474121094,44.900001525878906,44.29999923706055,44.400001525878906,68.0,1043.0,1043.0,1015.0,1029.0,29.0,,,,,,76.1500015258789,76.37000274658203,76.0999984741211,76.37000274658203,82.0,52.970001220703125,53.0,52.900001525878906,53.0,0.0,87.94999694824219,87.94999694824219,87.94999694824219,87.94999694824219,10.0,283.6000061035156,288.29998779296875,277.29998779296875,279.79998779296875,586.0,2001,4,2,2,17
2001-04-26,28.440000534057617,28.649999618530273,27.290000915527344,27.75,77569.0,,,,,,4.890999794006348,5.005000114440918,4.849999904632568,4.989999771118164,34439.0,0.776199996471405,0.7820000052452087,0.7549999952316284,0.7649999856948853,13880.0,1.104200005531311,1.1089999675750732,1.0705000162124634,1.090000033378601,20817.0,264.3999938964844,264.3999938964844,263.5,264.3999938964844,1.0,4.376999855041504,4.376999855041504,4.376999855041504,4.376999855041504,11195.0,593.5999755859375,597.0,590.0,592.0,483.0,701.2000122070312,707.75,701.2000122070312,707.5499877929688,19.0,0.7580000162124634,0.7689999938011169,0.7580000162124634,0.7689999938011169,7564.0,,,,,,197.0,197.0,195.75,195.75,47.0,270.25,270.25,268.25,268.25,42.0,424.75,426.0,422.0,422.0,95.0,107.5,107.5,107.5,107.5,1.0,539.0,539.0,539.0,539.0,0.0,58.5,58.5,56.650001525878906,57.0,217.0,9.1899995803833,9.220000267028809,8.960000038146973,8.960000038146973,13015.0,44.130001068115234,44.25,43.70000076293945,44.150001525878906,77.0,1052.0,1052.0,1042.0,1048.0,27.0,,,,,,76.4000015258789,76.4000015258789,76.1500015258789,76.1500015258789,2.0,52.81999969482422,52.81999969482422,52.81999969482422,52.81999969482422,11.0,88.0999984741211,88.0999984741211,87.94999694824219,87.94999694824219,1.0,279.6000061035156,285.20001220703125,278.70001220703125,285.0,533.0,2001,4,2,3,17
2001-04-27,28.270000457763672,28.639999389648438,28.149999618530273,28.440000534057617,57334.0,,,,,,4.867000102996826,4.989999771118164,4.849999904632568,4.900000095367432,26332.0,0.7573999762535095,0.7795000076293945,0.7549999952316284,0.777999997138977,19727.0,1.125,1.1269999742507935,1.097499966621399,1.1059999465942383,24948.0,263.8999938964844,263.8999938964844,263.8999938964844,263.8999938964844,6.0,4.35699987411499,4.409999847412109,4.349999904632568,4.380000114440918,996.0,593.0999755859375,595.5,589.0,593.0,338.0,688.2999877929688,694.5,685.0,694.5,39.0,0.7590000033378601,0.7670000195503235,0.7570000290870667,0.7580000162124634,2449.0,,,,,,198.25,199.25,198.25,199.25,102.0,268.75,270.5,268.75,270.25,45.0,430.0,430.0,427.75,428.5,253.0,,,,,,535.5,535.5,535.5,535.5,0.0,60.95000076293945,61.599998474121094,58.5,58.5,138.0,9.350000381469727,9.390000343322754,9.270000457763672,9.279999732971191,0.0,43.650001525878906,44.400001525878906,43.54999923706055,44.099998474121094,87.0,1025.0,1058.0,1025.0,1058.0,32.0,,,,,,76.4000015258789,76.4000015258789,76.4000015258789,76.4000015258789,6.0,52.349998474121094,52.75,52.349998474121094,52.599998474121094,53.0,88.0999984741211,88.0999984741211,88.0999984741211,88.0999984741211,5.0,285.5,287.70001220703125,283.5,283.5,663.0,2001,4,2,4,17
2001-04-30,28.459999084472656,28.989999771118164,28.1299991607666,28.600000381469727,40223.0,,,,,,4.695000171661377,4.809999942779541,4.679999828338623,4.775000095367432,29513.0,0.746999979019165,0.7730000019073486,0.7400000095367432,0.765999972820282,21784.0,1.129699945449829,1.1629999876022339,1.1124999523162842,1.1399999856948853,27410.0,264.0,264.0,264.0,264.0,0.0,4.320000171661377,4.360000133514404,4.309999942779541,4.360000133514404,420.0,595.0,596.0,589.0,596.0,285.0,688.0,688.0,680.0,680.0,27.0,0.7664999961853027,0.7664999961853027,0.753000020980835,0.7590000033378601,2012.0,,,,,,195.0,196.0,195.0,196.0,127.0,265.75,268.75,265.25,265.25,15.0,422.0,424.5,422.0,423.5,25.0,109.0,109.0,109.0,109.0,1.0,552.0,552.0,552.0,552.0,0.0,61.849998474121094,62.5,60.0,61.70000076293945,72.0,9.5,9.819999694824219,9.430000305175781,9.430000305175781,32720.0,44.20000076293945,44.70000076293945,43.79999923706055,44.29999923706055,4.0,1010.0,1020.0,1000.0,1020.0,53.0,,,,,,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,1.0,51.54999923706055,51.849998474121094,51.54999923706055,51.849998474121094,31.0,88.19999694824219,88.19999694824219,88.05000305175781,88.05000305175781,0.0,288.3999938964844,292.79998779296875,283.6000061035156,284.0,542.0,2001,4,2,0,18
2001-05-01,28.940000534057617,28.979999542236328,28.360000610351562,28.5,57564.0,,,,,,4.640999794006348,4.703000068664551,4.534999847412109,4.579999923706055,36839.0,0.7646999955177307,0.7699999809265137,0.7480000257492065,0.7559999823570251,15545.0,1.059999942779541,1.0740000009536743,1.0499999523162842,1.059000015258789,18415.0,264.3999938964844,264.3999938964844,264.3999938964844,264.3999938964844,0.0,4.349999904632568,4.360000133514404,4.309999942779541,4.309999942779541,90.0,601.0,602.0,596.0,597.0,643.0,678.0,695.0,673.0,695.0,88.0,0.7739999890327454,0.7760000228881836,0.765999972820282,0.765999972820282,1610.0,,,,,,199.25,199.5,199.0,199.0,30.0,275.5,275.5,273.5,273.5,15.0,431.75,433.0,431.75,433.0,35.0,109.25,109.25,109.25,109.25,1.0,549.0,549.0,549.0,549.0,0.0,64.5,64.5,62.5,62.5,120.0,8.949999809265137,8.970000267028809,8.460000038146973,8.489999771118164,15692.0,44.47999954223633,44.849998474121094,44.45000076293945,44.849998474121094,28.0,999.0,1008.0,999.0,1007.0,11.0,,,,,,76.3499984741211,76.3499984741211,76.3499984741211,76.3499984741211,11.0,52.599998474121094,52.599998474121094,51.650001525878906,51.650001525878906,1.0,88.3499984741211,88.3499984741211,88.3499984741211,88.3499984741211,0.0,287.29998779296875,291.8999938964844,286.0,289.5,475.0,2001,5,2,1,18
2001-05-02,27.799999237060547,28.329999923706055,27.760000228881836,28.25,69856.0,,,,,,4.482999801635742,4.659999847412109,4.440000057220459,4.579999923706055,32546.0,0.7436000108718872,0.765999972820282,0.7409999966621399,0.7559999823570251,12505.0,1.0300999879837036,1.059999942779541,1.024999976158142,1.0325000286102295,30411.0,265.3999938964844,265.3999938964844,265.3999938964844,265.3999938964844,0.0,4.360000133514404,4.389999866485596,4.335000038146973,4.335000038146973,59.0,613.2999877929688,613.5,602.0,607.0,1081.0,674.0,682.0,673.0,674.0,25.0,0.7860000133514404,0.7879999876022339,0.7735000252723694,0.7739999890327454,837.0,,,,,,199.5,199.75,199.5,199.5,30.0,271.0,275.5,273.5,273.5,15.0,436.0,433.0,431.75,433.0,3.0,,,,,,549.0,549.0,549.0,549.0,0.0,63.20000076293945,65.0,63.20000076293945,64.5,38.0,8.970000267028809,8.989999771118164,8.819999694824219,8.850000381469727,35405.0,45.45000076293945,45.45000076293945,44.79999923706055,44.79999923706055,0.0,992.0,996.0,990.0,996.0,5.0,,,,,,76.16999816894531,76.4000015258789,76.16999816894531,76.4000015258789,106.0,52.29999923706055,52.29999923706055,51.900001525878906,51.900001525878906,30.0,88.44999694824219,88.44999694824219,88.44999694824219,88.44999694824219,0.0,298.29998779296875,298.29998779296875,290.0,290.0,487.0,2001,5,2,2,18
2001-05-03,28.450000762939453,28.549999237060547,27.3700008392334,27.450000762939453,68101.0,,,,,,4.5269999504089355,4.550000190734863,4.414999961853027,4.449999809265137,27139.0,0.7657999992370605,0.7745000123977661,0.7310000061988831,0.7369999885559082,13837.0,1.0700000524520874,1.0740000009536743,1.0190000534057617,1.024999976158142,29984.0,266.29998779296875,266.29998779296875,266.29998779296875,266.29998779296875,0.0,4.329999923706055,4.375,4.329999923706055,4.375,20.0,631.2999877929688,639.0,608.0,612.0,2614.0,672.0,672.0,665.0,665.0,39.0,0.7825000286102295,0.7900000214576721,0.7795000076293945,0.7850000262260437,606.0,,,,,,200.75,199.5,199.5,199.5,30.0,268.25,268.25,268.25,268.25,15.0,440.0,440.0,440.0,440.0,3.0,110.0,110.0,110.0,110.0,1.0,559.0,559.0,559.0,559.0,0.0,64.5999984741211,64.5999984741211,63.0,63.0,23.0,9.199999809265137,9.25,8.970000267028809,8.979999542236328,14018.0,44.5,44.5,44.5,44.5,4.0,1020.0,1020.0,999.0,999.0,22.0,,,,,,76.06999969482422,76.19999694824219,76.06999969482422,76.19999694824219,27.0,52.70000076293945,52.70000076293945,51.75,52.5,1.0,88.3499984741211,88.3499984741211,88.3499984741211,88.3499984741211,0.0,302.5,304.0,297.5,300.0,457.0,2001,5,2,3,18
2001-05-04,28.360000610351562,28.729999542236328,28.149999618530273,28.450000762939453,49654.0,,,,,,4.489999771118164,4.565999984741211,4.465000152587891,4.539999961853027,15668.0,0.7656999826431274,0.7749999761581421,0.7620000243186951,0.7739999890327454,10314.0,1.0843000411987305,1.0880000591278076,1.0700000524520874,1.0800000429153442,17169.0,266.1000061035156,266.1000061035156,266.1000061035156,266.1000061035156,0.0,4.327000141143799,4.327000141143799,4.320000171661377,4.327000141143799,31.0,619.0,631.2999877929688,613.0,626.0,987.0,680.0,681.0,677.0,680.0,38.0,0.7749999761581421,0.781000018119812,0.7724999785423279,0.7799999713897705,670.0,,,,,,200.5,200.5,200.5,200.5,4.0,263.0,263.0,263.0,263.0,15.0,442.75,440.0,440.0,440.0,3.0,,,,,,555.0,555.0,555.0,555.0,0.0,63.650001525878906,64.5999984741211,63.650001525878906,64.5999984741211,44.0,8.979999542236328,9.130000114440918,8.960000038146973,9.100000381469727,5835.0,44.650001525878906,44.70000076293945,44.599998474121094,44.599998474121094,8.0,1014.0,1014.0,1000.0,1000.0,50.0,,,,,,75.8499984741211,76.0,75.8499984741211,76.0,16.0,52.900001525878906,52.900001525878906,52.400001525878906,52.400001525878906,2.0,88.19999694824219,88.19999694824219,88.19999694824219,88.19999694824219,0.0,308.0,313.3999938964844,301.5,303.1000061035156,255.0,2001,5,2,4,18
2001-05-07,27.770000457763672,28.579999923706055,27.719999313354492,28.450000762939453,56162.0,,,,,,4.238999843597412,4.459000110626221,4.210000038146973,4.409999847412109,31687.0,0.7480000257492065,0.7689999938011169,0.7450000047683716,0.7680000066757202,11375.0,1.0615999698638916,1.090999960899353,1.0549999475479126,1.0880000591278076,20607.0,266.1000061035156,266.1000061035156,266.1000061035156,266.1000061035156,0.0,4.294000148773193,4.315000057220459,4.294000148773193,4.294000148773193,5.0,611.0,615.0,608.0,614.0,502.0,671.25,677.5,670.2000122070312,677.0,40.0,0.7764999866485596,0.781000018119812,0.7764999866485596,0.7774999737739563,684.0,,,,,,204.0,204.0,202.5,204.0,4.0,263.0,263.0,263.0,263.0,15.0,442.75,440.0,440.0,440.0,1.0,112.25,112.25,112.25,112.25,1.0,554.0,554.0,554.0,554.0,0.0,66.0,66.0,64.5,64.5,12.0,8.920000076293945,9.039999961853027,8.90999984741211,9.039999961853027,14684.0,44.47999954223633,44.47999954223633,44.47999954223633,44.47999954223633,0.0,1034.0,1040.0,1034.0,1040.0,53.0,,,,,,75.8499984741211,75.94999694824219,75.80000305175781,75.80000305175781,79.0,52.869998931884766,52.869998931884766,52.869998931884766,52.869998931884766,0.0,88.19999694824219,88.19999694824219,88.19999694824219,88.19999694824219,0.0,312.29998779296875,312.79998779296875,306.0,309.79998779296875,386.0,2001,5,2,0,19
2001-05-08,27.389999389648438,28.0,27.350000381469727,27.799999237060547,57551.0,,,,,,4.2789998054504395,4.320000171661377,4.199999809265137,4.304999828338623,28280.0,0.7488999962806702,0.7590000033378601,0.7440000176429749,0.7519999742507935,12143.0,1.0414999723434448,1.065000057220459,1.0390000343322754,1.062999963760376,17985.0,265.1000061035156,265.1000061035156,265.1000061035156,265.1000061035156,0.0,4.303999900817871,4.309999942779541,4.303999900817871,4.309999942779541,161.0,604.7999877929688,608.0999755859375,601.5,607.0,670.0,673.5,673.5,670.0,671.0,114.0,0.7605000138282776,0.7735000252723694,0.7584999799728394,0.7720000147819519,814.0,,,,,,200.75,204.0,204.0,204.0,3.0,,,,,,440.25,442.5,440.25,440.25,1.0,110.0,110.0,110.0,110.0,1.0,568.0,568.0,568.0,568.0,0.0,66.4000015258789,66.80000305175781,66.4000015258789,66.80000305175781,55.0,9.100000381469727,9.170000076293945,8.899999618530273,8.899999618530273,9922.0,43.7599983215332,44.5,43.7599983215332,44.5,2644.0,1089.0,1089.0,1077.0,1077.0,5.0,,,,,,75.9000015258789,76.0,75.8499984741211,75.9000015258789,52.0,52.849998474121094,52.849998474121094,52.849998474121094,52.849998474121094,0.0,88.19999694824219,88.19999694824219,88.19999694824219,88.19999694824219,0.0,314.70001220703125,314.70001220703125,309.5,312.0,274.0,2001,5,2,1,19
2001-05-09,28.229999542236328,28.25,27.049999237060547,27.25,81008.0,,,,,,4.199999809265137,4.315000057220459,4.144999980926514,4.210000038146973,31733.0,0.7677000164985657,0.7710000276565552,0.7440000176429749,0.7450000047683716,15142.0,1.07669997215271,1.0789999961853027,1.0299999713897705,1.034999966621399,27977.0,270.0,270.0,270.0,270.0,0.0,4.386000156402588,4.386000156402588,4.329999923706055,4.329999923706055,23.0,611.7000122070312,614.0,604.5,607.0,499.0,674.0,676.0,668.0,668.0,20.0,0.7544999718666077,0.7580000162124634,0.7509999871253967,0.7580000162124634,494.0,,,,,,197.0,197.25,197.0,197.0,3.0,257.75,257.75,257.75,257.75,3.0,447.5,440.25,440.25,440.25,1.0,109.0,109.0,109.0,109.0,1.0,566.0,566.0,566.0,566.0,0.0,65.55000305175781,66.30000305175781,65.5,65.9000015258789,24.0,9.0,9.15999984741211,8.979999542236328,9.130000114440918,6727.0,45.43000030517578,45.650001525878906,45.36000061035156,45.459999084472656,4028.0,1066.0,1076.0,1066.0,1075.0,16.0,,,,,,75.12000274658203,75.75,75.0999984741211,75.75,94.0,52.400001525878906,52.400001525878906,52.400001525878906,52.400001525878906,0.0,87.9000015258789,87.9000015258789,87.9000015258789,87.9000015258789,3.0,306.20001220703125,312.0,304.1000061035156,312.0,202.0,2001,5,2,2,19
2001-05-10,28.520000457763672,28.850000381469727,28.149999618530273,28.149999618530273,66192.0,,,,,,4.3480000495910645,4.400000095367432,4.170000076293945,4.204999923706055,40809.0,0.7681999802589417,0.7774999737739563,0.7639999985694885,0.765999972820282,13703.0,1.0741000175476074,1.0870000123977661,1.065000057220459,1.0750000476837158,20513.0,269.1000061035156,269.1000061035156,269.1000061035156,269.1000061035156,0.0,4.322999954223633,4.340000152587891,4.322999954223633,4.340000152587891,21.0,607.5,608.0,604.0,608.0,570.0,660.5999755859375,670.0,650.5,670.0,114.0,0.7505000233650208,0.762499988079071,0.75,0.7590000033378601,716.0,,,,,,197.75,197.0,197.0,197.0,3.0,256.5,256.5,256.5,256.5,3.0,447.5,447.5,447.5,447.5,4.0,106.0,106.0,106.0,106.0,1.0,557.0,557.0,557.0,557.0,0.0,65.80000305175781,65.80000305175781,64.25,64.25,54.0,9.0600004196167,9.109999656677246,8.960000038146973,9.020000457763672,4274.0,44.83000183105469,45.29999923706055,44.790000915527344,45.25,5128.0,1096.0,1096.0,1080.0,1090.0,30.0,,,,,,75.4000015258789,75.4000015258789,75.0,75.12000274658203,68.0,52.29999923706055,52.29999923706055,52.29999923706055,52.29999923706055,16.0,87.94999694824219,87.94999694824219,87.80000305175781,87.80000305175781,3.0,309.70001220703125,309.79998779296875,303.3999938964844,306.0,332.0,2001,5,2,3,19
